Row ID,Customer ID,Customer Name,Segment
1,"CG-12520","Claire Gute","Consumer"
2,"CG-12520","Claire Gute","Consumer"
4,"SO-20335","Sean O'Donnell","Consumer"
5,"SO-20335","Sean O'Donnell","Consumer"
6,"BH-11710","Brosina Hoffman","Consumer"
7,"BH-11710","Brosina Hoffman","Consumer"
8,"BH-11710","Brosina Hoffman","Consumer"
9,"BH-11710","Brosina Hoffman","Consumer"
10,"BH-11710","Brosina Hoffman","Consumer"
11,"BH-11710","Brosina Hoffman","Consumer"
12,"BH-11710","Brosina Hoffman","Consumer"
13,"AA-10480","Andrew Allen","Consumer"
14,"IM-15070","Irene Maddox","Consumer"
17,"PK-19075","Pete Kriz","Consumer"
18,"AG-10270","Alejandro Grove","Consumer"
19,"ZD-21925","Zuschuss Donatelli","Consumer"
20,"ZD-21925","Zuschuss Donatelli","Consumer"
21,"ZD-21925","Zuschuss Donatelli","Consumer"
24,"SF-20065","Sandra Flanagan","Consumer"
25,"EB-13870","Emily Burns","Consumer"
26,"EH-13945","Eric Hoffmann","Consumer"
27,"EH-13945","Eric Hoffmann","Consumer"
28,"TB-21520","Tracy Blumstein","Consumer"
29,"TB-21520","Tracy Blumstein","Consumer"
30,"TB-21520","Tracy Blumstein","Consumer"
31,"TB-21520","Tracy Blumstein","Consumer"
32,"TB-21520","Tracy Blumstein","Consumer"
33,"TB-21520","Tracy Blumstein","Consumer"
34,"TB-21520","Tracy Blumstein","Consumer"
47,"PO-18865","Patrick O'Donnell","Consumer"
48,"LH-16900","Lena Hernandez","Consumer"
49,"LH-16900","Lena Hernandez","Consumer"
50,"DP-13000","Darren Powers","Consumer"
51,"DP-13000","Darren Powers","Consumer"
52,"DP-13000","Darren Powers","Consumer"
53,"DP-13000","Darren Powers","Consumer"
56,"TB-21055","Ted Butterfield","Consumer"
57,"TB-21055","Ted Butterfield","Consumer"
58,"TB-21055","Ted Butterfield","Consumer"
59,"TB-21055","Ted Butterfield","Consumer"
60,"TB-21055","Ted Butterfield","Consumer"
61,"TB-21055","Ted Butterfield","Consumer"
62,"TB-21055","Ted Butterfield","Consumer"
63,"KM-16720","Kunst Miller","Consumer"
64,"KM-16720","Kunst Miller","Consumer"
65,"KM-16720","Kunst Miller","Consumer"
66,"KM-16720","Kunst Miller","Consumer"
70,"KD-16270","Karen Daniels","Consumer"
71,"HM-14980","Henry MacAllister","Consumer"
72,"TB-21520","Tracy Blumstein","Consumer"
73,"JE-15745","Joel Eaton","Consumer"
74,"JE-15745","Joel Eaton","Consumer"
75,"JE-15745","Joel Eaton","Consumer"
79,"JE-15745","Joel Eaton","Consumer"
82,"DN-13690","Duane Noonan","Consumer"
83,"DN-13690","Duane Noonan","Consumer"
86,"PO-18865","Patrick O'Donnell","Consumer"
87,"PG-18895","Paul Gonzalez","Consumer"
88,"PG-18895","Paul Gonzalez","Consumer"
93,"KB-16315","Karl Braun","Consumer"
94,"KB-16315","Karl Braun","Consumer"
95,"KB-16315","Karl Braun","Consumer"
98,"KD-16345","Katherine Ducich","Consumer"
103,"GZ-14470","Gary Zandusky","Consumer"
104,"LC-16870","Lena Cacioppo","Consumer"
105,"LC-16870","Lena Cacioppo","Consumer"
106,"LC-16870","Lena Cacioppo","Consumer"
107,"JM-15250","Janet Martin","Consumer"
108,"JM-15250","Janet Martin","Consumer"
109,"JM-15250","Janet Martin","Consumer"
112,"CL-12565","Clay Ludtke","Consumer"
113,"CL-12565","Clay Ludtke","Consumer"
114,"RC-19960","Ryan Crowe","Consumer"
115,"RC-19960","Ryan Crowe","Consumer"
116,"RC-19960","Ryan Crowe","Consumer"
117,"RC-19960","Ryan Crowe","Consumer"
118,"DK-13090","Dave Kipp","Consumer"
120,"SC-20725","Steven Cartwright","Consumer"
121,"SC-20725","Steven Cartwright","Consumer"
122,"SC-20725","Steven Cartwright","Consumer"
123,"SC-20725","Steven Cartwright","Consumer"
124,"SC-20725","Steven Cartwright","Consumer"
126,"PF-19165","Philip Fox","Consumer"
127,"TS-21610","Troy Staebel","Consumer"
128,"TS-21610","Troy Staebel","Consumer"
134,"LC-16885","Lena Creighton","Consumer"
135,"LC-16885","Lena Creighton","Consumer"
136,"LC-16885","Lena Creighton","Consumer"
137,"LC-16885","Lena Creighton","Consumer"
138,"LC-16885","Lena Creighton","Consumer"
139,"LC-16885","Lena Creighton","Consumer"
140,"LC-16885","Lena Creighton","Consumer"
145,"SG-20080","Sandra Glassco","Consumer"
146,"HA-14920","Helen Andreada","Consumer"
158,"DB-13060","Dave Brooks","Consumer"
159,"NP-18670","Nora Paige","Consumer"
160,"NP-18670","Nora Paige","Consumer"
161,"TT-21070","Ted Trevino","Consumer"
162,"EM-13960","Eric Murdock","Consumer"
163,"RD-19900","Ruben Dartt","Consumer"
164,"MJ-17740","Max Jones","Consumer"
165,"BM-11140","Becky Martin","Consumer"
166,"BM-11140","Becky Martin","Consumer"
167,"BM-11140","Becky Martin","Consumer"
168,"BM-11140","Becky Martin","Consumer"
169,"BM-11140","Becky Martin","Consumer"
170,"BM-11140","Becky Martin","Consumer"
171,"BM-11140","Becky Martin","Consumer"
172,"CS-12130","Chad Sievert","Consumer"
173,"CS-12130","Chad Sievert","Consumer"
174,"CS-12130","Chad Sievert","Consumer"
177,"SJ-20500","Shirley Jackson","Consumer"
178,"JE-15745","Joel Eaton","Consumer"
179,"JE-15745","Joel Eaton","Consumer"
186,"SK-19990","Sally Knutson","Consumer"
196,"CB-12025","Cassandra Brandow","Consumer"
197,"CB-12025","Cassandra Brandow","Consumer"
201,"MB-17305","Maria Bertelson","Consumer"
202,"BS-11755","Bruce Stewart","Consumer"
203,"BS-11755","Bruce Stewart","Consumer"
204,"LC-17140","Logan Currie","Consumer"
206,"LE-16810","Laurel Elliston","Consumer"
207,"JH-15985","Joseph Holt","Consumer"
208,"JH-15985","Joseph Holt","Consumer"
209,"JH-15985","Joseph Holt","Consumer"
210,"JH-15985","Joseph Holt","Consumer"
211,"JH-15985","Joseph Holt","Consumer"
218,"JH-15910","Jonathan Howell","Consumer"
219,"JH-15910","Jonathan Howell","Consumer"
220,"JB-15925","Joni Blumstein","Consumer"
221,"JB-15925","Joni Blumstein","Consumer"
222,"JB-15925","Joni Blumstein","Consumer"
223,"JB-15925","Joni Blumstein","Consumer"
224,"JB-15925","Joni Blumstein","Consumer"
225,"JB-15925","Joni Blumstein","Consumer"
229,"VD-21670","Valerie Dominguez","Consumer"
230,"VD-21670","Valerie Dominguez","Consumer"
238,"KL-16645","Ken Lonsdale","Consumer"
239,"KL-16645","Ken Lonsdale","Consumer"
240,"KL-16645","Ken Lonsdale","Consumer"
241,"KL-16645","Ken Lonsdale","Consumer"
242,"KL-16645","Ken Lonsdale","Consumer"
243,"KL-16645","Ken Lonsdale","Consumer"
244,"KL-16645","Ken Lonsdale","Consumer"
250,"LH-17155","Logan Haushalter","Consumer"
251,"KC-16540","Kelly Collister","Consumer"
252,"KC-16540","Kelly Collister","Consumer"
253,"DL-13315","Delfina Latchford","Consumer"
254,"DL-13315","Delfina Latchford","Consumer"
259,"CC-12670","Craig Carreira","Consumer"
260,"CC-12670","Craig Carreira","Consumer"
261,"CC-12670","Craig Carreira","Consumer"
265,"RC-19825","Roy Collins","Consumer"
266,"AH-10210","Alan Hwang","Consumer"
268,"PG-18895","Paul Gonzalez","Consumer"
272,"HA-14920","Helen Andreada","Consumer"
273,"HA-14920","Helen Andreada","Consumer"
274,"HA-14920","Helen Andreada","Consumer"
281,"SC-20725","Steven Cartwright","Consumer"
282,"SC-20725","Steven Cartwright","Consumer"
283,"JO-15280","Jas O'Carroll","Consumer"
284,"TB-21520","Tracy Blumstein","Consumer"
285,"TB-21520","Tracy Blumstein","Consumer"
286,"TB-21520","Tracy Blumstein","Consumer"
304,"JH-15910","Jonathan Howell","Consumer"
309,"SH-20395","Shahid Hopkins","Consumer"
327,"PO-18850","Patrick O'Brill","Consumer"
328,"PO-18850","Patrick O'Brill","Consumer"
329,"PO-18850","Patrick O'Brill","Consumer"
330,"PO-18850","Patrick O'Brill","Consumer"
331,"PO-18850","Patrick O'Brill","Consumer"
332,"JL-15850","John Lucas","Consumer"
333,"JL-15850","John Lucas","Consumer"
334,"JL-15850","John Lucas","Consumer"
335,"DB-13615","Doug Bickford","Consumer"
336,"DB-13615","Doug Bickford","Consumer"
337,"DB-13615","Doug Bickford","Consumer"
340,"KL-16645","Ken Lonsdale","Consumer"
345,"CS-12130","Chad Sievert","Consumer"
346,"CC-12550","Clay Cheatham","Consumer"
347,"TD-20995","Tamara Dahlen","Consumer"
348,"TD-20995","Tamara Dahlen","Consumer"
349,"TD-20995","Tamara Dahlen","Consumer"
355,"JL-15505","Jeremy Lonsdale","Consumer"
356,"JL-15505","Jeremy Lonsdale","Consumer"
357,"JL-15505","Jeremy Lonsdale","Consumer"
358,"JL-15505","Jeremy Lonsdale","Consumer"
362,"KW-16435","Katrina Willman","Consumer"
363,"KW-16435","Katrina Willman","Consumer"
364,"KW-16435","Katrina Willman","Consumer"
365,"KW-16435","Katrina Willman","Consumer"
366,"JD-16060","Julia Dunbar","Consumer"
371,"GT-14755","Guy Thornton","Consumer"
372,"GT-14755","Guy Thornton","Consumer"
373,"AG-10900","Arthur Gainer","Consumer"
374,"AG-10900","Arthur Gainer","Consumer"
375,"AG-10900","Arthur Gainer","Consumer"
376,"AG-10900","Arthur Gainer","Consumer"
379,"RA-19915","Russell Applegate","Consumer"
380,"RA-19915","Russell Applegate","Consumer"
381,"RA-19915","Russell Applegate","Consumer"
385,"DO-13435","Denny Ordway","Consumer"
386,"DO-13435","Denny Ordway","Consumer"
389,"NG-18430","Nathan Gelder","Consumer"
390,"MV-18190","Mike Vittorini","Consumer"
391,"MV-18190","Mike Vittorini","Consumer"
392,"JG-15115","Jack Garza","Consumer"
393,"JG-15115","Jack Garza","Consumer"
399,"AG-10675","Anna Gayman","Consumer"
400,"AG-10675","Anna Gayman","Consumer"
401,"AG-10675","Anna Gayman","Consumer"
402,"AG-10675","Anna Gayman","Consumer"
403,"LF-17185","Luke Foster","Consumer"
405,"RF-19840","Roy Französisch","Consumer"
406,"KH-16510","Keith Herrera","Consumer"
407,"KH-16510","Keith Herrera","Consumer"
408,"KH-16510","Keith Herrera","Consumer"
409,"KH-16510","Keith Herrera","Consumer"
410,"KH-16510","Keith Herrera","Consumer"
411,"KH-16510","Keith Herrera","Consumer"
412,"KH-16510","Keith Herrera","Consumer"
413,"KH-16510","Keith Herrera","Consumer"
414,"KH-16510","Keith Herrera","Consumer"
417,"CJ-12010","Caroline Jumper","Consumer"
418,"PB-19150","Philip Brown","Consumer"
422,"JE-15745","Joel Eaton","Consumer"
425,"NF-18385","Natalie Fritzler","Consumer"
434,"DB-13060","Dave Brooks","Consumer"
435,"MK-18160","Mike Kennedy","Consumer"
436,"MK-18160","Mike Kennedy","Consumer"
441,"PK-19075","Pete Kriz","Consumer"
442,"PK-19075","Pete Kriz","Consumer"
443,"PK-19075","Pete Kriz","Consumer"
444,"PK-19075","Pete Kriz","Consumer"
445,"PK-19075","Pete Kriz","Consumer"
446,"PK-19075","Pete Kriz","Consumer"
447,"TB-21595","Troy Blackwell","Consumer"
448,"RB-19360","Raymond Buch","Consumer"
449,"RB-19360","Raymond Buch","Consumer"
450,"RB-19360","Raymond Buch","Consumer"
451,"RB-19360","Raymond Buch","Consumer"
452,"RB-19360","Raymond Buch","Consumer"
453,"RB-19360","Raymond Buch","Consumer"
457,"SC-20095","Sanjit Chand","Consumer"
458,"NF-18385","Natalie Fritzler","Consumer"
459,"NF-18385","Natalie Fritzler","Consumer"
460,"JH-15985","Joseph Holt","Consumer"
461,"JH-15985","Joseph Holt","Consumer"
462,"JH-15985","Joseph Holt","Consumer"
470,"CC-12670","Craig Carreira","Consumer"
472,"JP-15520","Jeremy Pistek","Consumer"
473,"JP-15520","Jeremy Pistek","Consumer"
474,"JP-15520","Jeremy Pistek","Consumer"
475,"JP-15520","Jeremy Pistek","Consumer"
476,"JP-15520","Jeremy Pistek","Consumer"
477,"JP-15520","Jeremy Pistek","Consumer"
479,"JE-15475","Jeremy Ellison","Consumer"
482,"XP-21865","Xylona Preis","Consumer"
483,"EM-14065","Erin Mull","Consumer"
484,"EM-14065","Erin Mull","Consumer"
488,"SA-20830","Sue Ann Reed","Consumer"
492,"AJ-10960","Astrea Jones","Consumer"
493,"AJ-10960","Astrea Jones","Consumer"
494,"SS-20590","Sonia Sunley","Consumer"
495,"RO-19780","Rose O'Brian","Consumer"
496,"MD-17350","Maribeth Dona","Consumer"
497,"SC-20095","Sanjit Chand","Consumer"
498,"SC-20095","Sanjit Chand","Consumer"
499,"SC-20095","Sanjit Chand","Consumer"
500,"SC-20095","Sanjit Chand","Consumer"
507,"CM-12385","Christopher Martinez","Consumer"
508,"CM-12385","Christopher Martinez","Consumer"
509,"CM-12385","Christopher Martinez","Consumer"
510,"CM-12385","Christopher Martinez","Consumer"
511,"LS-17245","Lynn Smith","Consumer"
512,"LS-17245","Lynn Smith","Consumer"
513,"LF-17185","Luke Foster","Consumer"
514,"BN-11515","Bradley Nguyen","Consumer"
515,"BN-11515","Bradley Nguyen","Consumer"
520,"DB-13210","Dean Braden","Consumer"
521,"DB-13210","Dean Braden","Consumer"
522,"DB-13210","Dean Braden","Consumer"
524,"LH-17155","Logan Haushalter","Consumer"
525,"LH-17155","Logan Haushalter","Consumer"
526,"BD-11605","Brian Dahlen","Consumer"
529,"MG-18145","Mike Gockenbach","Consumer"
530,"MG-18145","Mike Gockenbach","Consumer"
531,"MG-18145","Mike Gockenbach","Consumer"
533,"JC-15340","Jasper Cacioppo","Consumer"
534,"RL-19615","Rob Lucas","Consumer"
535,"RL-19615","Rob Lucas","Consumer"
536,"AA-10375","Allen Armold","Consumer"
537,"EP-13915","Emily Phan","Consumer"
