Customer_Name,State,total_profit,total_sales,Profit_Margin
Aaron Carr,Connecticut,837,1708,0.49004683840749413
Aaron Carr,Florida,8796,22323,0.3940330600725709
Aaron Carr,Georgia,1748,4482,0.3900044622936189
Aaron Carr,Maryland,324,1475,0.21966101694915255
Aaron Carr,New Jersey,738,2640,0.27954545454545454
Aaron Carr,New York,2490,8094,0.3076352853965901
Aaron Carr,North Carolina,286,1587,0.18021424070573408
Aaron Carr,South Carolina,383,1826,0.20974808324205915
Aaron Cruz,Connecticut,2121,6210,0.34154589371980676
Aaron Cruz,Florida,5747,17574,0.3270171844770684
Aaron Cruz,Massachusetts,2922,8110,0.3602959309494451
Aaron Cruz,New Hampshire,729,4053,0.17986676535899335
Aaron Cruz,New York,2211,5844,0.37833675564681724
Aaron Cruz,North Carolina,1472,4108,0.35832521908471276
Aaron Cruz,Virginia,687,2793,0.24597207303974222
Aaron Day,Connecticut,1933,8274,0.2336233985980179
Aaron Day,Florida,3356,13670,0.24550109729334307
Aaron Day,Maryland,452,1414,0.31966053748231965
Aaron Day,Massachusetts,406,1353,0.30007390983000737
Aaron Day,New Jersey,926,2104,0.44011406844106465
Aaron Day,New York,2501,7364,0.33962520369364474
Aaron Day,North Carolina,1800,4500,0.4
Aaron Day,South Carolina,123,684,0.17982456140350878
Aaron Day,Virginia,161,947,0.1700105596620908
Aaron Johnson,Florida,1434,3814,0.37598321971683274
Aaron Johnson,Georgia,815,2556,0.31885758998435054
Aaron Johnson,New Hampshire,107,315,0.3396825396825397
Aaron Johnson,New Jersey,724,3450,0.2098550724637681
Aaron Johnson,New York,2500,10446,0.23932605782117558
Aaron Johnson,North Carolina,2570,6244,0.411595131326073
Aaron Johnson,South Carolina,64,136,0.47058823529411764
Aaron Johnson,Virginia,1797,7485,0.24008016032064128
Aaron Miller,Connecticut,689,1862,0.37003222341568204
Aaron Miller,Florida,320,672,0.47619047619047616
Aaron Miller,Georgia,3044,7638,0.3985336475517151
Aaron Miller,Massachusetts,1100,2391,0.4600585529067336
Aaron Miller,New Jersey,5442,17835,0.3051303616484441
Aaron Miller,New York,1944,5281,0.3681120999810642
Aaron Miller,North Carolina,2095,5930,0.35328836424957843
Aaron Mills,Connecticut,974,4501,0.21639635636525217
Aaron Mills,Florida,783,4319,0.1812919657328085
Aaron Mills,Maryland,509,1887,0.269740328563858
Aaron Mills,New Jersey,589,1635,0.3602446483180428
Aaron Mills,New York,1184,3988,0.29689067201604813
Aaron Mills,North Carolina,3618,11739,0.30820342448249427
Aaron Mills,Virginia,865,1975,0.4379746835443038
Aaron Moreno,Connecticut,1627,5040,0.32281746031746034
Aaron Moreno,Florida,5355,15686,0.3413872242764248
Aaron Moreno,Georgia,1998,4459,0.44808252971518275
Aaron Moreno,Massachusetts,406,1353,0.30007390983000737
Aaron Moreno,New Jersey,1200,3000,0.4
Aaron Moreno,New York,3875,15000,0.25833333333333336
Aaron Moreno,North Carolina,553,1783,0.31015143017386426
Aaron Moreno,Rhode Island,274,784,0.3494897959183674
Aaron Tucker,Connecticut,1288,4357,0.29561624971310535
Aaron Tucker,Florida,4782,17203,0.27797477184212055
Aaron Tucker,Georgia,2087,6694,0.3117717358828802
Aaron Tucker,Maryland,483,1668,0.289568345323741
Aaron Tucker,Massachusetts,3111,11261,0.2762632093064559
Aaron Tucker,New Jersey,1378,3724,0.37003222341568204
Aaron Tucker,New York,1706,6189,0.27565034739053157
Aaron Tucker,North Carolina,2193,4566,0.4802890932982917
Aaron Tucker,South Carolina,722,2257,0.3198936641559592
Aaron Tucker,Virginia,51,181,0.281767955801105
Adam Alexander,Connecticut,243,1351,0.17986676535899335
Adam Alexander,Florida,1936,7907,0.24484633868723915
Adam Alexander,New Hampshire,1456,8564,0.170014012143858
Adam Alexander,New York,6150,17757,0.3463422875485724
Adam Alexander,North Carolina,1384,3908,0.3541453428863869
Adam Alexander,Virginia,206,502,0.4103585657370518
Adam Bailey,Connecticut,1743,4306,0.40478402229447286
Adam Bailey,Florida,3161,13022,0.24274305022270004
Adam Bailey,Georgia,2921,7718,0.3784659238144597
Adam Bailey,New Jersey,3652,7991,0.4570141409085221
Adam Bailey,New York,2921,9634,0.3031970105875026
Adam Bailey,North Carolina,1665,5596,0.2975339528234453
Adam Bailey,South Carolina,2052,7321,0.28028957792651277
Adam Bailey,Virginia,1968,4014,0.49028400597907323
Adam Duncan,Connecticut,1213,3364,0.36058263971462545
Adam Duncan,Florida,4091,16142,0.2534382356585305
Adam Duncan,Massachusetts,102,285,0.35789473684210527
Adam Duncan,New Jersey,248,637,0.3893249607535322
Adam Duncan,New York,2758,12100,0.22793388429752065
Adam Duncan,North Carolina,161,947,0.1700105596620908
Adam Duncan,Virginia,2564,6584,0.3894289185905225
Adam Hernandez,Connecticut,329,913,0.3603504928806134
Adam Hernandez,Florida,1584,4970,0.3187122736418511
Adam Hernandez,Georgia,1029,4063,0.2532611370908196
Adam Hernandez,Massachusetts,565,2353,0.24011899702507436
Adam Hernandez,New Jersey,1035,3231,0.3203342618384401
Adam Hernandez,New York,4658,11437,0.4072746349567194
Adam Hernandez,North Carolina,1785,5315,0.33584195672624645
Adam Hernandez,Virginia,344,799,0.4305381727158949
Adam Hunter,Connecticut,623,3006,0.2072521623419827
Adam Hunter,Florida,4864,15354,0.3167904129217142
Adam Hunter,Georgia,480,2180,0.22018348623853212
Adam Hunter,Massachusetts,689,1862,0.37003222341568204
Adam Hunter,New Jersey,161,556,0.289568345323741
Adam Hunter,New York,2928,6345,0.4614657210401891
Adam Hunter,Rhode Island,1624,5412,0.30007390983000737
Adam Hunter,South Carolina,894,1902,0.47003154574132494
Adam Jenkins,Connecticut,9433,26644,0.3540384326677676
Adam Jenkins,Florida,4776,13057,0.3657808072298384
Adam Jenkins,Georgia,1768,4935,0.35825734549138805
Adam Jenkins,New Jersey,148,644,0.22981366459627328
Adam Jenkins,New York,9383,25656,0.3657234175241659
Adam Jenkins,North Carolina,523,1494,0.3500669344042838
Adam Jenkins,Rhode Island,656,1338,0.49028400597907323
Adam Jenkins,Virginia,1710,3798,0.45023696682464454
Adam Mccoy,Connecticut,2424,8364,0.2898134863701578
Adam Mccoy,Florida,5784,18650,0.3101340482573727
Adam Mccoy,Georgia,736,2681,0.2745244311823946
Adam Mccoy,New Hampshire,892,2410,0.37012448132780085
Adam Mccoy,New Jersey,267,1783,0.14974761637689288
Adam Mccoy,New York,1938,4675,0.41454545454545455
Adam Mccoy,North Carolina,2139,7429,0.28792569659442724
Adam Mccoy,Rhode Island,204,1022,0.19960861056751467
Adam Mccoy,South Carolina,837,1708,0.49004683840749413
Adam Mccoy,Virginia,1797,7485,0.24008016032064128
Adam Mcdonald,Florida,2540,8530,0.2977725674091442
Adam Mcdonald,Georgia,408,886,0.4604966139954853
Adam Mcdonald,Massachusetts,873,2181,0.40027510316368636
Adam Mcdonald,New Jersey,1046,3758,0.27833954230973923
Adam Mcdonald,New York,3774,14388,0.26230191826522103
Adam Myers,Connecticut,576,1200,0.48
Adam Myers,Florida,4568,14589,0.3131126190965796
Adam Myers,Georgia,1097,4321,0.25387641749595
Adam Myers,New York,3033,13281,0.22837135757849558
Adam Myers,Virginia,1140,4593,0.248203788373612
Adam Riley,Connecticut,49,203,0.2413793103448276
Adam Riley,Florida,3046,9130,0.3336254107338445
Adam Riley,Georgia,982,2182,0.45004582951420713
Adam Riley,Maryland,599,2495,0.24008016032064128
Adam Riley,Massachusetts,731,1522,0.4802890932982917
Adam Riley,New Jersey,1420,6312,0.2249683143219265
Adam Riley,New York,2773,12938,0.21432988097078373
Adam Riley,North Carolina,1522,8456,0.17999053926206243
Adam Riley,Virginia,1775,8655,0.2050837666088966
Adam Thompson,Connecticut,1745,3984,0.4380020080321285
Adam Thompson,Florida,4169,11980,0.3479966611018364
Adam Thompson,Georgia,1564,4010,0.3900249376558603
Adam Thompson,Maryland,1143,2738,0.4174579985390796
Adam Thompson,Massachusetts,560,1334,0.4197901049475262
Adam Thompson,New York,1533,5127,0.29900526623756585
Adam Thompson,Virginia,7884,25106,0.3140285190791046
Adam Wheeler,Connecticut,2200,4782,0.4600585529067336
Adam Wheeler,Florida,3536,10499,0.3367939803790837
Adam Wheeler,Georgia,1674,3416,0.49004683840749413
Adam Wheeler,Maryland,1341,2853,0.47003154574132494
Adam Wheeler,New York,2324,6817,0.3409124248203022
Adam Wheeler,North Carolina,1343,2925,0.45914529914529917
Adam Wheeler,Virginia,436,1119,0.3896336014298481
Adam White,Connecticut,921,3372,0.27313167259786475
Adam White,Florida,2029,5727,0.35428671206565393
Adam White,Georgia,560,1334,0.4197901049475262
Adam White,Massachusetts,447,951,0.47003154574132494
Adam White,New York,4027,11310,0.35605658709106985
Adam White,North Carolina,660,1467,0.4498977505112474
