Customer_Name,State,Profit_Margin
Aaron Carr,Connecticut,0.49004683840749413
Aaron Carr,Florida,0.3940330600725709
Aaron Carr,Georgia,0.3900044622936189
Aaron Carr,Maryland,0.21966101694915255
Aaron Carr,New Jersey,0.27954545454545454
Aaron Carr,New York,0.3076352853965901
Aaron Carr,North Carolina,0.18021424070573408
Aaron Carr,South Carolina,0.20974808324205915
Aaron Cruz,Connecticut,0.34154589371980676
Aaron Cruz,Florida,0.3270171844770684
Aaron Cruz,Massachusetts,0.3602959309494451
Aaron Cruz,New Hampshire,0.17986676535899335
Aaron Cruz,New York,0.37833675564681724
Aaron Cruz,North Carolina,0.35832521908471276
Aaron Cruz,Virginia,0.24597207303974222
Aaron Day,Connecticut,0.2336233985980179
Aaron Day,Florida,0.24550109729334307
Aaron Day,Maryland,0.31966053748231965
Aaron Day,Massachusetts,0.30007390983000737
Aaron Day,New Jersey,0.44011406844106465
Aaron Day,New York,0.33962520369364474
Aaron Day,North Carolina,0.4
Aaron Day,South Carolina,0.17982456140350878
Aaron Day,Virginia,0.1700105596620908
Aaron Johnson,Florida,0.37598321971683274
Aaron Johnson,Georgia,0.31885758998435054
Aaron Johnson,New Hampshire,0.3396825396825397
Aaron Johnson,New Jersey,0.2098550724637681
Aaron Johnson,New York,0.23932605782117558
Aaron Johnson,North Carolina,0.411595131326073
Aaron Johnson,South Carolina,0.47058823529411764
Aaron Johnson,Virginia,0.24008016032064128
Aaron Miller,Connecticut,0.37003222341568204
Aaron Miller,Florida,0.47619047619047616
Aaron Miller,Georgia,0.3985336475517151
Aaron Miller,Massachusetts,0.4600585529067336
Aaron Miller,New Jersey,0.3051303616484441
Aaron Miller,New York,0.3681120999810642
Aaron Miller,North Carolina,0.35328836424957843
Aaron Mills,Connecticut,0.21639635636525217
Aaron Mills,Florida,0.1812919657328085
Aaron Mills,Maryland,0.269740328563858
Aaron Mills,New Jersey,0.3602446483180428
Aaron Mills,New York,0.29689067201604813
Aaron Mills,North Carolina,0.30820342448249427
Aaron Mills,Virginia,0.4379746835443038
Aaron Moreno,Connecticut,0.32281746031746034
Aaron Moreno,Florida,0.3413872242764248
Aaron Moreno,Georgia,0.44808252971518275
Aaron Moreno,Massachusetts,0.30007390983000737
Aaron Moreno,New Jersey,0.4
Aaron Moreno,New York,0.25833333333333336
Aaron Moreno,North Carolina,0.31015143017386426
Aaron Moreno,Rhode Island,0.3494897959183674
Aaron Tucker,Connecticut,0.29561624971310535
Aaron Tucker,Florida,0.27797477184212055
Aaron Tucker,Georgia,0.3117717358828802
Aaron Tucker,Maryland,0.289568345323741
Aaron Tucker,Massachusetts,0.2762632093064559
Aaron Tucker,New Jersey,0.37003222341568204
Aaron Tucker,New York,0.27565034739053157
Aaron Tucker,North Carolina,0.4802890932982917
Aaron Tucker,South Carolina,0.3198936641559592
Aaron Tucker,Virginia,0.281767955801105
Adam Alexander,Connecticut,0.17986676535899335
Adam Alexander,Florida,0.24484633868723915
Adam Alexander,New Hampshire,0.170014012143858
Adam Alexander,New York,0.3463422875485724
Adam Alexander,North Carolina,0.3541453428863869
Adam Alexander,Virginia,0.4103585657370518
Adam Bailey,Connecticut,0.40478402229447286
Adam Bailey,Florida,0.24274305022270004
Adam Bailey,Georgia,0.3784659238144597
Adam Bailey,New Jersey,0.4570141409085221
Adam Bailey,New York,0.3031970105875026
Adam Bailey,North Carolina,0.2975339528234453
Adam Bailey,South Carolina,0.28028957792651277
Adam Bailey,Virginia,0.49028400597907323
Adam Duncan,Connecticut,0.36058263971462545
Adam Duncan,Florida,0.2534382356585305
Adam Duncan,Massachusetts,0.35789473684210527
Adam Duncan,New Jersey,0.3893249607535322
Adam Duncan,New York,0.22793388429752065
Adam Duncan,North Carolina,0.1700105596620908
Adam Duncan,Virginia,0.3894289185905225
Adam Hernandez,Connecticut,0.3603504928806134
Adam Hernandez,Florida,0.3187122736418511
Adam Hernandez,Georgia,0.2532611370908196
Adam Hernandez,Massachusetts,0.24011899702507436
Adam Hernandez,New Jersey,0.3203342618384401
Adam Hernandez,New York,0.4072746349567194
Adam Hernandez,North Carolina,0.33584195672624645
Adam Hernandez,Virginia,0.4305381727158949
Adam Hunter,Connecticut,0.2072521623419827
Adam Hunter,Florida,0.3167904129217142
Adam Hunter,Georgia,0.22018348623853212
Adam Hunter,Massachusetts,0.37003222341568204
Adam Hunter,New Jersey,0.289568345323741
Adam Hunter,New York,0.4614657210401891
Adam Hunter,Rhode Island,0.30007390983000737
Adam Hunter,South Carolina,0.47003154574132494
Adam Jenkins,Connecticut,0.3540384326677676
Adam Jenkins,Florida,0.3657808072298384
Adam Jenkins,Georgia,0.35825734549138805
Adam Jenkins,New Jersey,0.22981366459627328
Adam Jenkins,New York,0.3657234175241659
Adam Jenkins,North Carolina,0.3500669344042838
Adam Jenkins,Rhode Island,0.49028400597907323
Adam Jenkins,Virginia,0.45023696682464454
Adam Mccoy,Connecticut,0.2898134863701578
Adam Mccoy,Florida,0.3101340482573727
Adam Mccoy,Georgia,0.2745244311823946
Adam Mccoy,New Hampshire,0.37012448132780085
Adam Mccoy,New Jersey,0.14974761637689288
Adam Mccoy,New York,0.41454545454545455
Adam Mccoy,North Carolina,0.28792569659442724
Adam Mccoy,Rhode Island,0.19960861056751467
Adam Mccoy,South Carolina,0.49004683840749413
Adam Mccoy,Virginia,0.24008016032064128
Adam Mcdonald,Florida,0.2977725674091442
Adam Mcdonald,Georgia,0.4604966139954853
Adam Mcdonald,Massachusetts,0.40027510316368636
Adam Mcdonald,New Jersey,0.27833954230973923
Adam Mcdonald,New York,0.26230191826522103
Adam Myers,Connecticut,0.48
Adam Myers,Florida,0.3131126190965796
Adam Myers,Georgia,0.25387641749595
Adam Myers,New York,0.22837135757849558
Adam Myers,Virginia,0.248203788373612
