CustomerID,StoreID,TerritoryID,Nom,Prenom,PK_Customer
16867,,4,"Aaron","Adams",10
16901,,4,"Adam","Adams",11
16724,,4,"Alex","Adams",12
16872,,4,"Connor","Adams",16
16845,,4,"Kyle","Adams",36
16862,,4,"Luis","Adams",38
16792,,4,"Robert","Adams",43
16767,,4,"Sean","Adams",45
16003,,4,"Bob","Alan",55
18784,,4,"Meghan","Alan",57
15970,,4,"Brian","Albrecht",61
12927,,4,"Aidan","Alexander",67
12778,,4,"Alexis","Alexander",68
13220,,4,"Antonio","Alexander",70
20099,,4,"Destiny","Alexander",77
13061,,4,"Hannah","Alexander",87
19990,,4,"Nicole","Alexander",104
13170,,4,"Spencer","Alexander",113
12887,,4,"Tristan","Alexander",115
13433,,4,"Xavier","Alexander",117
17561,,4,"Aaron","Allen",118
17573,,4,"Adam","Allen",119
16806,,4,"Angel","Allen",121
17563,,4,"Caleb","Allen",122
17537,,4,"Elijah","Allen",125
17574,,4,"Eric","Allen",126
16851,,4,"Evan","Allen",127
16897,,4,"Isaac","Allen",130
17572,,4,"Jack","Allen",132
17382,,4,"Logan","Allen",140
17559,,4,"Luis","Allen",141
17567,,4,"Luke","Allen",142
17448,,4,"Robert","Allen",148
17418,,4,"Samuel","Allen",149
14368,,4,"Anne","Alonso",155
18478,,4,"Brandi","Alonso",157
19153,,4,"Casey","Alonso",160
14620,,4,"Clinton","Alonso",161
18837,,4,"Dana","Alonso",163
14755,,4,"Danny","Alonso",164
18381,,4,"Jésus","Alonso",175
18567,,4,"Kathleen","Alonso",183
14327,,4,"Kristy","Alonso",186
18426,,4,"Larry","Alonso",188
14443,,4,"Lawrence","Alonso",189
17363,,4,"Naomi","Alonso",194
11158,,4,"Roy","Alonso",206
11261,,4,"Ruben","Alonso",207
18612,,4,"Stacy","Alonso",211
14360,,4,"Anne","Alvarez",221
19145,,4,"Casey","Alvarez",224
18830,,4,"Dana","Alvarez",226
14750,,4,"Danny","Alvarez",227
20401,,4,"Dwayne","Alvarez",231
18375,,4,"Jésus","Alvarez",239
18419,,4,"Larry","Alvarez",248
14435,,4,"Lawrence","Alvarez",249
18514,,4,"Leslie","Alvarez",251
14515,,4,"Mathew","Alvarez",255
16813,,4,"Melody","Alvarez",257
14559,,4,"Micheal","Alvarez",258
11691,,4,"Pedro","Alvarez",261
12931,,4,"Robyn","Alvarez",268
11252,,4,"Ruben","Alvarez",272
19230,,4,"Victor","Alvarez",280
19809,,4,"Alícia","Anand",286
20360,,4,"Chad","Anand",292
20682,,4,"Lindsey","Anand",309
20439,,4,"Peter","Anand",314
12897,,4,"Rafael","Anand",315
17033,,4,"Ricardo","Anand",316
13331,,4,"Roger","Anand",317
16880,,4,"Russell","Anand",318
12018,,4,"Alisha","Andersen",326
16962,,4,"Carl","Andersen",332
19881,,4,"Christine","Andersen",335
20466,,4,"Corey","Andersen",340
12983,,4,"Jaclyn","Andersen",343
11504,,4,"Jenny","Andersen",344
16907,,4,"Jerry","Andersen",345
12438,,4,"Jon","Andersen",347
11298,,4,"Lacey","Andersen",355
20666,,4,"Lindsey","Andersen",358
16815,,4,"Mario","Andersen",360
17145,,4,"Mitchell","Andersen",362
12755,,4,"Omar","Andersen",364
12876,,4,"Rafael","Andersen",365
17014,,4,"Ricardo","Andersen",366
13307,,4,"Roger","Andersen",367
20386,,4,"Shawn","Andersen",370
20003,,4,"Tara","Andersen",372
13400,,4,"Willie","Andersen",374
12046,,4,"Abigail","Anderson",375
12187,,4,"Anna","Anderson",378
18052,,4,"Benjamin","Anderson",382
18230,,4,"Brandon","Anderson",383
11720,,4,"Brianna","Anderson",384
18113,,4,"Christopher","Anderson",388
12096,,4,"Jessica","Anderson",404
17674,,4,"Jonathan","Anderson",406
18779,,4,"Joshua","Anderson",409
11049,,4,"Julia","Anderson",410
11962,,4,"Kayla","Anderson",413
11635,,4,"Lauren","Anderson",414
11268,,4,"Natalie","Anderson",424
18996,,4,"Nicholas","Anderson",426
17177,,4,"Noah","Anderson",428
17416,,4,"Thomas","Anderson",437
11809,,4,"Victoria","Anderson",439
18412,,4,"William","Anderson",440
15305,,4,"Jillian","Arthur",453
15890,,4,"Johnathan","Arthur",456
18938,,4,"Chelsea","Arun",465
19732,,4,"Cynthia","Arun",467
16238,,4,"Denise","Arun",468
20033,,4,"Donald","Arun",469
15960,,4,"Henry","Arun",474
19696,,4,"Kristina","Arun",476
11202,,4,"Ruben","Arun",485
18473,,4,"Brandi","Ashe",493
13445,,4,"Briana","Ashe",494
11042,,4,"Joe","Ashe",500
20641,,4,"Katie","Ashe",502
20022,,4,"Tara","Ashe",508
20017,,4,"Destiny","Bailey",531
15174,,4,"Eduardo","Bailey",532
15164,,4,"Garrett","Bailey",535
15158,,4,"Jared","Bailey",542
15190,,4,"Jeremy","Bailey",545
15155,,4,"Juan","Bailey",547
20349,,4,"Julia","Bailey",548
20672,,4,"Morgan","Bailey",553
15166,,4,"Steven","Bailey",562
19393,,4,"Victoria","Bailey",564
16228,,4,"Angel","Baker",569
16227,,4,"Carlos","Baker",572
16223,,4,"Eric","Baker",575
16230,,4,"Isaiah","Baker",579
16242,,4,"Jesse","Baker",582
16793,,4,"Jonathan","Baker",583
16865,,4,"Jose","Baker",584
16889,,4,"Kyle","Baker",586
16212,,4,"Luis","Baker",588
16816,,4,"Nathan","Baker",592
16844,,4,"Noah","Baker",593
16853,,4,"Robert","Baker",594
16244,,4,"Sean","Baker",595
20180,,4,"Alyssa","Barnes",613
13187,,4,"Antonio","Barnes",614
13237,,4,"Carson","Barnes",617
12943,,4,"Dakota","Barnes",618
19639,,4,"Grace","Barnes",626
13865,,4,"Ian","Barnes",628
19134,,4,"Megan","Barnes",640
15005,,4,"Mark","Bebbington",662
11628,,4,"Barbara","Beck",668
20271,,4,"Derek","Beck",682
11527,,4,"Jenny","Becker",685
16924,,4,"Jerry","Becker",686
16361,,4,"Katrina","Becker",692
19851,,4,"Lindsay","Becker",698
20677,,4,"Lindsey","Becker",699
15013,,4,"Brian","Bell",704
19198,,4,"Brianna","Bell",705
19799,,4,"Jasmine","Bell",724
20449,,4,"Jennifer","Bell",725
20347,,4,"Julia","Bell",729
15010,,4,"Timothy","Bell",733
12894,,4,"Aidan","Bennett",739
13447,,4,"Dalton","Bennett",745
13726,,4,"Eduardo","Bennett",748
19534,,4,"Emma","Bennett",750
13863,,4,"Ian","Bennett",755
12789,,4,"Janice","Bennett",756
13492,,4,"Jeremy","Bennett",758
13317,,4,"Julian","Bennett",760
19023,,4,"Lauren","Bennett",763
19130,,4,"Megan","Bennett",766
20705,,4,"Morgan","Bennett",768
13999,,4,"Xavier","Bennett",779
11714,,4,"Marshall","Black",810
16485,,4,"Misty","Black",811
17156,,4,"Mitchell","Black",812
12775,,4,"Omar","Black",814
20435,,4,"Peter","Black",815
11928,,4,"Tamara","Black",822
13416,,4,"Willie","Black",827
14920,,4,"Albert","Blanco",829
14295,,4,"Felicia","Blanco",840
18349,,4,"Frank","Blanco",841
13993,,4,"Joanna","Blanco",849
16114,,4,"Kellie","Blanco",852
18533,,4,"Leslie","Blanco",860
14122,,4,"Lori","Blanco",861
17499,,4,"Naomi","Blanco",867
18761,,4,"Natasha","Blanco",868
18937,,4,"Orlando","Blanco",870
11721,,4,"Pedro","Blanco",872
11821,,4,"Ross","Blanco",878
14037,,4,"Tanya","Blanco",883
13912,,4,"Theresa","Blanco",885
20668,,4,"Morgan","Blue",894
19897,,4,"Nicole","Blue",895
15011,,4,"Patrick","Blue",899
19744,,4,"Rachel","Blue",901
20124,,4,"Alyssa","Bradley",915
20288,,4,"Chloe","Bradley",916
12940,,4,"Dakota","Bradley",917
15016,,4,"Nathaniel","Bradley",928
19739,,4,"Rachel","Bradley",929
14114,,4,"Alex","Brooks",943
19832,,4,"Jasmine","Brooks",966
20374,,4,"Julia","Brooks",972
20698,,4,"Morgan","Brooks",979
18437,,4,"Brandon","Brown",1002
11853,,4,"Emma","Brown",1014
17859,,4,"Ethan","Brown",1016
18682,,4,"Jacob","Brown",1021
11085,,4,"Jennifer","Brown",1024
18914,,4,"Joseph","Brown",1031
17667,,4,"Logan","Brown",1039
11257,,4,"Natalie","Brown",1045
18537,,4,"Tyler","Brown",1061
11797,,4,"Victoria","Brown",1062
19163,,4,"Casey","Browning",1066
13746,,4,"Robin","Browning",1071
12926,,4,"Aidan","Bryant",1079
13218,,4,"Antonio","Bryant",1082
20321,,4,"Chloe","Bryant",1087
13476,,4,"Dalton","Bryant",1089
20097,,4,"Destiny","Bryant",1090
19670,,4,"Grace","Bryant",1098
13058,,4,"Hannah","Bryant",1099
20537,,4,"Jennifer","Bryant",1102
20640,,4,"Kaitlyn","Bryant",1106
20741,,4,"Morgan","Bryant",1112
19780,,4,"Rachel","Bryant",1116
13985,,4,"Seth","Bryant",1120
13168,,4,"Spencer","Bryant",1121
12886,,4,"Tristan","Bryant",1123
12918,,4,"Aidan","Butler",1141
13212,,4,"Antonio","Butler",1144
12962,,4,"Dakota","Butler",1150
20092,,4,"Destiny","Butler",1152
13342,,4,"Julian","Butler",1168
19982,,4,"Nicole","Butler",1178
13389,,4,"Oscar","Butler",1179
11982,,4,"Alisha","Cai",1194
13472,,4,"Colin","Cai",1201
12952,,4,"Jaclyn","Cai",1205
18075,,4,"Jeffery","Cai",1206
18328,,4,"Jorge","Cai",1209
20690,,4,"Tiffany","Cai",1223
17525,,4,"Valerie","Cai",1224
16150,,4,"Hunter","Campbell",1249
16141,,4,"James","Campbell",1254
16147,,4,"Nathan","Campbell",1267
16152,,4,"Noah","Campbell",1268
16154,,4,"Robert","Campbell",1269
16148,,4,"Samuel","Campbell",1270
14388,,4,"Anne","Carlson",1283
13759,,4,"Briana","Carlson",1286
19129,,4,"Derrick","Carlson",1294
13875,,4,"Desiree","Carlson",1295
14297,,4,"Felicia","Carlson",1299
18400,,4,"Jésus","Carlson",1306
14269,,4,"Joy","Carlson",1313
14464,,4,"Lawrence","Carlson",1319
19213,,4,"Philip","Carlson",1333
13247,,4,"Robyn","Carlson",1338
11825,,4,"Ross","Carlson",1339
11177,,4,"Roy","Carlson",1340
14044,,4,"Tanya","Carlson",1345
13919,,4,"Theresa","Carlson",1347
20306,,4,"Bradley","Carson",1362
16868,,4,"Russell","Carson",1367
16383,,4,"James","Carter",1383
16385,,4,"Jonathan","Carter",1386
16965,,4,"Carl","Chande",1421
13200,,4,"Edwin","Chande",1428
16909,,4,"Jerry","Chande",1431
20511,,4,"Keith","Chande",1434
19840,,4,"Lindsay","Chande",1439
12879,,4,"Rafael","Chande",1446
13312,,4,"Roger","Chande",1448
20008,,4,"Tara","Chande",1450
13402,,4,"Willie","Chande",1453
14268,,4,"Damien","Chander",1464
13204,,4,"Edwin","Chander",1467
12446,,4,"Jon","Chander",1472
20512,,4,"Keith","Chander",1474
20671,,4,"Lindsey","Chander",1478
13315,,4,"Roger","Chander",1485
16869,,4,"Russell","Chander",1486
20391,,4,"Shawn","Chander",1487
20010,,4,"Tara","Chander",1489
15835,,4,"Allen","Chandra",1494
19723,,4,"Cynthia","Chandra",1502
20185,,4,"George","Chandra",1505
19688,,4,"Kristina","Chandra",1510
16130,,4,"Molly","Chandra",1512
20109,,4,"Ronald","Chandra",1516
11086,,4,"Roy","Chandra",1517
19800,,4,"Alicia","Chapman",1525
15397,,4,"Candace","Chapman",1527
15956,,4,"Henry","Chapman",1529
19655,,4,"Patricia","Chapman",1537
11638,,4,"Pedro","Chapman",1538
12443,,4,"Jon","Chavez",1550
11940,,4,"Alisha","Chen",1555
11537,,4,"Barbara","Chen",1556
13422,,4,"Colin","Chen",1561
12152,,4,"Dawn","Chen",1564
12900,,4,"Jaclyn","Chen",1569
12049,,4,"Kelli","Chen",1576
17440,,4,"Leah","Chen",1580
17697,,4,"Margaret","Chen",1582
13225,,4,"Roger","Chen",1586
18086,,4,"Wesley","Chen",1591
13339,,4,"Willie","Chen",1592
20700,,4,"Amy","Chow",1600
11329,,4,"Christy","Chow",1602
12066,,4,"Abigail","Clark",1609
18385,,4,"Anthony","Clark",1615
17543,,4,"Cameron","Clark",1620
11931,,4,"Elizabeth","Clark",1628
11326,,4,"Grace","Clark",1632
12112,,4,"Jessica","Clark",1640
18312,,4,"John","Clark",1641
17408,,4,"Jose","Clark",1643
18801,,4,"Joshua","Clark",1645
11657,,4,"Lauren","Clark",1648
18751,,4,"Michael","Clark",1653
11283,,4,"Natalie","Clark",1655
11782,,4,"Olivia","Clark",1659
17267,,4,"Robert","Clark",1661
18586,,4,"Zachary","Clark",1669
13240,,4,"Carson","Coleman",1676
20293,,4,"Chloe","Coleman",1677
13455,,4,"Dalton","Coleman",1678
19547,,4,"Emma","Coleman",1685
19644,,4,"Grace","Coleman",1688
20393,,4,"Julia","Coleman",1694
13326,,4,"Julian","Coleman",1695
13373,,4,"Oscar","Coleman",1707
15776,,4,"Jack","Collins",1732
15781,,4,"Jackson","Collins",1733
15736,,4,"Jonathan","Collins",1736
15772,,4,"Jordan","Collins",1737
15750,,4,"Kyle","Collins",1740
15738,,4,"Logan","Collins",1741
15770,,4,"Luke","Collins",1743
15741,,4,"Nathan","Collins",1745
15742,,4,"Samuel","Collins",1748
15527,,4,"Adrian","Cook",1754
15476,,4,"Alex","Cook",1755
15474,,4,"Angel","Cook",1757
15500,,4,"Brian","Cook",1758
15501,,4,"Bryce","Cook",1760
15473,,4,"Carlos","Cook",1761
15483,,4,"Evan","Cook",1771
15517,,4,"Garrett","Cook",1772
15484,,4,"Mason","Cook",1786
20658,,4,"Morgan","Cook",1788
19698,,4,"Rachel","Cook",1794
15495,,4,"Sean","Cook",1796
15496,,4,"Timothy","Cook",1800
14649,,4,"Brian","Cooper",1807
14662,,4,"Bryan","Cooper",1809
14652,,4,"Bryce","Cooper",1810
14630,,4,"Carlos","Cooper",1811
14659,,4,"Cole","Cooper",1816
14663,,4,"Garrett","Cooper",1823
14639,,4,"Isaac","Cooper",1826
20678,,4,"Morgan","Cooper",1833
14653,,4,"Nathaniel","Cooper",1834
14645,,4,"Sean","Cooper",1838
14647,,4,"Timothy","Cooper",1841
14764,,4,"Angel","Cox",1848
14762,,4,"Carlos","Cox",1853
20030,,4,"Destiny","Cox",1860
20463,,4,"Jennifer","Cox",1872
20681,,4,"Morgan","Cox",1881
19715,,4,"Rachel","Cox",1886
18602,,4,"Anthony","Davis",1901
18438,,4,"Brandon","Davis",1905
18070,,4,"Christopher","Davis",1908
11855,,4,"Emma","Davis",1915
17863,,4,"Ethan","Davis",1916
18683,,4,"Jacob","Davis",1921
11087,,4,"Jennifer","Davis",1924
17580,,4,"Jonathan","Davis",1927
18915,,4,"Joseph","Davis",1929
11623,,4,"Lauren","Davis",1934
