OrganizationId,SendingId,ContactId,AccountId,MessageId,CustomerJourneyId,CustomerJourneyIterationId,UsageType,InteractionType,Timestamp,BounceCategory,RemoteBounce,ActivityId,Version,File Name,Datestamp,Date modified,EmailDomain,EmailAddressUsed,Id
"d7906006-d8e6-49c6-8d5d-5c4da8454360","58226819-3a2b-d99a-2b41-3f507a563027","de995674-1f40-42f1-8d57-c96dd49e99ed","","29d1ec5d-4be6-e811-a9b1-000d3a1e689f","73bddcbc-4be6-e811-a9b1-000d3a1e689f","731b7201-dcb2-482d-bf92-8db4e02ab939","CustomerJourney","EmailHardBounced",2018-11-27 01:07:30.000,"bad-domain","","e681b5c4-cb17-29ab-b11c-f45dc7243efa","0","7b4ec6f1-5995-42fc-80fc-4d6362e97d9d",2018-11-27 00:00:00.000,2018-11-27 01:07:43.000,"test406475.com","fname_8Y3T80@test406475.com","iDsDfHMpJ+utmFJoEnABnDQ4TTK2fbCkkup81NORqnU="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","6f9246ed-0f21-a7f1-671d-1f5d7d1abe53","838bb64b-9db5-46a5-a22a-be9b23ef3cd1","","f15cd9a9-c9e1-e811-a9b2-000d3a1e6adc","97d91e01-cae1-e811-a9b2-000d3a1e6adc","fca9c1cb-90c0-47f2-9d16-fad34d3ba10d","CustomerJourney","EmailHardBounced",2018-11-27 00:12:26.000,"bad-domain","","2da645d7-c3cd-fb3c-0812-bd378d087de9","0","2a4b8c87-79e4-476d-bf19-35f82dcf03b0",2018-11-27 00:00:00.000,2018-11-27 00:13:35.000,"Xao2.com","Xao2@Xao2.com","VECWruEy3Gzrx5Sdk55TAYmeFllqSJYh4EDQ2H3tuYE="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","396bc75c-e7d4-6a11-d8cb-01ba44f5da06","838bb64b-9db5-46a5-a22a-be9b23ef3cd1","","87a9887a-21de-e811-a9b2-000d3a1e6adc","c05a72da-21de-e811-a9b2-000d3a1e6adc","cb8b3f77-7bd4-401d-9dee-9094a9805eac","CustomerJourney","EmailHardBounced",2018-11-27 00:07:23.000,"bad-domain","","8c996957-7ded-4395-08da-86d078f9a759","0","07c41b63-39d8-4384-9cc2-1679bfd5b66c",2018-11-27 00:00:00.000,2018-11-27 00:08:30.000,"Xao2.com","Xao2@Xao2.com","FZXSPtMbX17asR42M05mVl1OzkEGpHv4qZqBrsFEz/M="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","c394f614-fc1e-91fa-6fd9-72a314363441","838bb64b-9db5-46a5-a22a-be9b23ef3cd1","","1ad1fb83-fee3-e811-a9b0-000d3a1e6baf","95eed6e0-fee3-e811-a9b0-000d3a1e6baf","e19a4f19-58c4-47a3-b001-c5e9ae2b70fa","CustomerJourney","EmailHardBounced",2018-11-26 23:07:48.000,"bad-domain","","a030bb7e-4a16-5070-d91f-be60a5159e02","0","51834f82-0173-41e3-8d8c-e72b1699df4e",2018-11-26 00:00:00.000,2018-11-26 23:08:38.000,"Xao2.com","Xao2@Xao2.com","alGalgkhfnPZWCFSz18mt9mYwPXRM/kZvmQpbbLZFoY="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","6f9246ed-0f21-a7f1-671d-1f5d7d1abe53","de995674-1f40-42f1-8d57-c96dd49e99ed","","f15cd9a9-c9e1-e811-a9b2-000d3a1e6adc","97d91e01-cae1-e811-a9b2-000d3a1e6adc","fca9c1cb-90c0-47f2-9d16-fad34d3ba10d","CustomerJourney","EmailHardBounced",2018-11-26 23:07:39.000,"bad-domain","","2da645d7-c3cd-fb3c-0812-bd378d087de9","0","fa1ad754-8894-4576-b739-57bad18e2d36",2018-11-26 00:00:00.000,2018-11-26 23:08:17.000,"test406475.com","fname_8Y3T80@test406475.com","dZnfYFc+O7wuOflOvsA6piFdhcDbILz1HPn7xxgGgr0="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","396bc75c-e7d4-6a11-d8cb-01ba44f5da06","3d8055dd-05f6-4cf3-ad85-258b60732f79","","87a9887a-21de-e811-a9b2-000d3a1e6adc","c05a72da-21de-e811-a9b2-000d3a1e6adc","cb8b3f77-7bd4-401d-9dee-9094a9805eac","CustomerJourney","EmailHardBounced",2018-11-26 23:07:10.000,"bad-domain","","8c996957-7ded-4395-08da-86d078f9a759","0","732ca58d-b88b-47cb-a379-7da30bfc6fc3",2018-11-26 00:00:00.000,2018-11-26 23:08:17.000,"test406475.com","fname_WYeSNk@test406475.com","w+NfITrVqyIDELQX9nxLvj+mORyN3pflOK6O31NlhYA="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","396bc75c-e7d4-6a11-d8cb-01ba44f5da06","a1159fb4-70de-e811-a9b2-000d3a1e6adc","","87a9887a-21de-e811-a9b2-000d3a1e6adc","c05a72da-21de-e811-a9b2-000d3a1e6adc","cb8b3f77-7bd4-401d-9dee-9094a9805eac","CustomerJourney","EmailHardBounced",2018-11-26 23:07:10.000,"bad-domain","","8c996957-7ded-4395-08da-86d078f9a759","0","732ca58d-b88b-47cb-a379-7da30bfc6fc3",2018-11-26 00:00:00.000,2018-11-26 23:08:17.000,"hfkhesklfhl.com","hfkdsklhdsklhk@hfkhesklfhl.com","Hm3v4pkI6nVrVt/pYfvenKcARJprCuNxhRP3evutltg="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","396bc75c-e7d4-6a11-d8cb-01ba44f5da06","007a8bd0-efcf-4d0b-b1da-47f8c98bc1b0","","87a9887a-21de-e811-a9b2-000d3a1e6adc","c05a72da-21de-e811-a9b2-000d3a1e6adc","cb8b3f77-7bd4-401d-9dee-9094a9805eac","CustomerJourney","EmailHardBounced",2018-11-26 23:07:18.000,"inactive-mailbox","","8c996957-7ded-4395-08da-86d078f9a759","0","14829d20-6ff1-4fb4-ba79-e7639baa816a",2018-11-26 00:00:00.000,2018-11-26 23:07:48.000,"microsoft.com","John_gmKVnFTmkk.Doe@microsoft.com","BvVjMtGcgVuznngOggJyn+nHPpuztNT0XAep7zZl3Yg="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","396bc75c-e7d4-6a11-d8cb-01ba44f5da06","f2bee073-a6fd-4c25-b2a7-536ebd860ce0","","87a9887a-21de-e811-a9b2-000d3a1e6adc","c05a72da-21de-e811-a9b2-000d3a1e6adc","cb8b3f77-7bd4-401d-9dee-9094a9805eac","CustomerJourney","EmailHardBounced",2018-11-26 23:07:18.000,"bad-mailbox","","8c996957-7ded-4395-08da-86d078f9a759","0","14829d20-6ff1-4fb4-ba79-e7639baa816a",2018-11-26 00:00:00.000,2018-11-26 23:07:48.000,"outlook.com","planBguy.planBguy@outlook.com","UzDUwI2ygW6IBQwZmXiTg8UP12kS0mGJOZLFYWCW5ns="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","396bc75c-e7d4-6a11-d8cb-01ba44f5da06","e0372d84-7108-43a3-96db-5c1a689e38e1","","87a9887a-21de-e811-a9b2-000d3a1e6adc","c05a72da-21de-e811-a9b2-000d3a1e6adc","cb8b3f77-7bd4-401d-9dee-9094a9805eac","CustomerJourney","EmailHardBounced",2018-11-26 23:07:18.000,"inactive-mailbox","","8c996957-7ded-4395-08da-86d078f9a759","0","14829d20-6ff1-4fb4-ba79-e7639baa816a",2018-11-26 00:00:00.000,2018-11-26 23:07:48.000,"contoso.com","PlanB.PrgGuy@contoso.com","/NpaebjTX845ShZGhYpIV1+c6OZZGEOVf/O44jzQX3I="
