OrganizationId,SendingId,ContactId,AccountId,MessageId,CustomerJourneyId,CustomerJourneyIterationId,UsageType,InteractionType,EmailAddressUsed,EmailDomain,Timestamp,ActivityId,Version,File Name,Date modified,Datestamp,Id
"d7906006-d8e6-49c6-8d5d-5c4da8454360","6d7f6e17-cb49-42dc-aea1-aacdcd6b459a","bypass_tracking_6ce220d0-18d0-439c-a391-47246b901f53","","b2a43fc6-1df6-e811-a9b3-000d3a1e6c14","","","TestSend","EmailSent","mktuitest_first@outlook.com","outlook.com",2018-12-02 10:35:28.000,"","0","f81c70af-51a5-439a-ae2a-beb5b0dc7a2a",2018-12-02 10:35:42.000,2018-12-02 00:00:00.000,"Qoqzy59+ot/HM9xt+i6fsGSLs/TuEQLjdnCRxTcWinY="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","3bc32e94-6dfe-4193-9e6d-90875cedc989","bypass_tracking_0c7357aa-09c5-43ea-b5fc-53671c6c197a","","b2a43fc6-1df6-e811-a9b3-000d3a1e6c14","","","TestSend","EmailSent","mktuitest_first@outlook.com","outlook.com",2018-12-02 10:35:23.000,"","0","924a91d0-56fc-4c58-9edc-14380a2f65e2",2018-12-02 10:35:34.000,2018-12-02 00:00:00.000,"ufO7H7Ago0dVTX3GR1kMZBfe7YsuR+KCpkePF8ADA5U="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","5b90a870-4559-489e-8764-8fea75e33efa","bypass_tracking_a0b046d9-445b-4e83-8e0b-0b20f12b31c5","","b2a43fc6-1df6-e811-a9b3-000d3a1e6c14","","","TestSend","EmailSent","mktuitest_first@outlook.com","outlook.com",2018-12-02 10:35:08.000,"","0","1ebde0fd-5e8e-43fd-8a56-e110e20e0174",2018-12-02 10:35:23.000,2018-12-02 00:00:00.000,"NkbIkq7+/sMwvDclodvfPnuxd2WvcFvBTPi6PrLK3Ug="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","711e5b89-c41e-4f2c-ac1c-02501a726f8f","bypass_tracking_b4a8337e-6345-4403-8523-32f671cb5414","","b2a43fc6-1df6-e811-a9b3-000d3a1e6c14","","","TestSend","EmailSent","mktuitest_first@outlook.com","outlook.com",2018-12-02 10:35:04.000,"","0","fecc19b5-1502-4132-80e1-82f06f4065bf",2018-12-02 10:35:19.000,2018-12-02 00:00:00.000,"kUHX4gWIYrbVy56Z1RZ48jdYht6aO2b0V3xXw45gyNI="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","28baf81f-dc8e-4461-adf8-7d6641018db3","bypass_tracking_21f46012-e023-4829-9d38-2513a336c0dc","","b2a43fc6-1df6-e811-a9b3-000d3a1e6c14","","","TestSend","EmailSent","mktuitest_first@outlook.com","outlook.com",2018-12-02 10:34:57.000,"","0","7aa0843d-7a4c-4440-95b3-6e6e8f995d10",2018-12-02 10:35:14.000,2018-12-02 00:00:00.000,"M95kRwaGVR8phoxSdWv+9IVKOiAzWeXL9GkLBMEs6zM="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","07314f7c-a9d8-48ed-b87b-f9ce80e82417","bypass_tracking_2e4d247f-1ce9-4619-bfed-7b6ae9c800ce","","b2a43fc6-1df6-e811-a9b3-000d3a1e6c14","","","TestSend","EmailSent","mktuitest_first@outlook.com","outlook.com",2018-12-02 10:34:52.000,"","0","1f33e54b-fded-498f-bf10-d40b1e2c80dc",2018-12-02 10:35:05.000,2018-12-02 00:00:00.000,"nndaNxPHxfOmlQ+6VQWLjyha/ff57PsQfTYPL3OcE0s="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","e6cb93a4-31a5-4513-a324-32bf7cbf4894","bypass_tracking_2207844a-32ef-487b-9760-6a88e6abd13e","","5a2b9111-07f6-e811-a9b9-000d3a1e6baa","","","TestSend","EmailSent","mktuitest_first@outlook.com","outlook.com",2018-12-02 07:52:28.000,"","0","52de7ea6-01ac-4f11-b624-e45efb7f4f73",2018-12-02 07:52:37.000,2018-12-02 00:00:00.000,"4cbubdjirDmEOqfH636pDYtdat8aqw2rgeQNOVcxPMw="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","9ffc3166-dfc4-4fd5-91e1-0a0ab70cb16e","bypass_tracking_0fb887f7-f508-457a-aaad-5bf76bd2ba24","","5a2b9111-07f6-e811-a9b9-000d3a1e6baa","","","TestSend","EmailSent","mktuitest_first@outlook.com","outlook.com",2018-12-02 07:52:21.000,"","0","d7947eda-7aef-4cf3-b302-40ac174ca9d8",2018-12-02 07:52:31.000,2018-12-02 00:00:00.000,"jCwoqolYgKw2aiz1GcGttveKUv02LKWzJ03Wcy7x6qM="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","6dbf8c4e-aefb-4c30-bc4a-919223d7547b","bypass_tracking_a9a0605c-58dc-4dac-bb84-fe7119a5a33c","","5a2b9111-07f6-e811-a9b9-000d3a1e6baa","","","TestSend","EmailSent","mktuitest_first@outlook.com","outlook.com",2018-12-02 07:52:10.000,"","0","53f928b5-74a9-4a08-968a-7a059b129b29",2018-12-02 07:52:25.000,2018-12-02 00:00:00.000,"BVnZ8n0zUKrW4oBpn4eQ7QbngCkmEM66yTxsSMZKZGM="
"d7906006-d8e6-49c6-8d5d-5c4da8454360","9418e0f9-99a1-4a18-8f30-d109bc31bec0","bypass_tracking_3e46754f-3bf3-4d32-8e9f-4cd0011f16e1","","5a2b9111-07f6-e811-a9b9-000d3a1e6baa","","","TestSend","EmailSent","mktuitest_first@outlook.com","outlook.com",2018-12-02 07:52:18.000,"","0","53f928b5-74a9-4a08-968a-7a059b129b29",2018-12-02 07:52:25.000,2018-12-02 00:00:00.000,"QkvhBVOqHMBZF+EoGdEFFcTyYZ8RDKmMSSC7r2A45pg="
