CustomerID,ZipCode,Email Name
1,90250,"(Meghan.Alexander@xyza.com): Alexander, Meghan"
2,90250,"(Leah.Kemp@xyza.com): Kemp, Leah"
3,90250,"(Tamekah.Stevens@xyza.com): Stevens, Tamekah"
4,90250,"(Dexter.Haney@xyza.com): Haney, Dexter"
5,90250,"(Jonah.Moon@xyza.com): Moon, Jonah"
6,90250,"(Brock.Burnett@xyza.com): Burnett, Brock"
7,90250,"(Lamar.Daugherty@xyza.com): Daugherty, Lamar"
8,90250,"(Dorian.Turner@xyza.com): Turner, Dorian"
9,90250,"(Olympia.Rodriguez@xyza.com): Rodriguez, Olympia"
10,90250,"(Colby.Snow@xyza.com): Snow, Colby"
11,90250,"(Elizabeth.Acosta@xyza.com): Acosta, Elizabeth"
12,90250,"(Chase.Garrett@xyza.com): Garrett, Chase"
13,90250,"(Merrill.Everett@xyza.com): Everett, Merrill"
14,90250,"(Yeo.Stark@xyza.com): Stark, Yeo"
15,90250,"(Colleen.Hobbs@xyza.com): Hobbs, Colleen"
16,90250,"(Dalton.Rosario@xyza.com): Rosario, Dalton"
17,90250,"(Cyrus.Rosario@xyza.com): Rosario, Cyrus"
18,90250,"(Stephanie.Estes@xyza.com): Estes, Stephanie"
19,90250,"(Keane.Kinney@xyza.com): Kinney, Keane"
20,90250,"(Cecilia.Walker@xyza.com): Walker, Cecilia"
21,90250,"(Steven.Hickman@xyza.com): Hickman, Steven"
22,90250,"(Sheila.Martinez@xyza.com): Martinez, Sheila"
23,90250,"(Ashely.Fischer@xyza.com): Fischer, Ashely"
24,90250,"(Fuller.Mejia@xyza.com): Mejia, Fuller"
25,90250,"(Jamal.Bailey@xyza.com): Bailey, Jamal"
26,90250,"(Medge.Silva@xyza.com): Silva, Medge"
27,90250,"(Charde.Jones@xyza.com): Jones, Charde"
28,90250,"(Tarik.Wagner@xyza.com): Wagner, Tarik"
29,90250,"(Malachi.Sharpe@xyza.com): Sharpe, Malachi"
30,90250,"(Dorian.Dixon@xyza.com): Dixon, Dorian"
31,90250,"(Leila.Shaffer@xyza.com): Shaffer, Leila"
32,90250,"(Sasha.Mcclain@xyza.com): Mcclain, Sasha"
33,90250,"(Zelenia.Dodson@xyza.com): Dodson, Zelenia"
34,90250,"(Timothy.Bridges@xyza.com): Bridges, Timothy"
35,90250,"(Upton.Dale@xyza.com): Dale, Upton"
36,90250,"(Hanna.Parker@xyza.com): Parker, Hanna"
37,90250,"(Jaime.Shaffer@xyza.com): Shaffer, Jaime"
38,90250,"(Mira.Hutchinson@xyza.com): Hutchinson, Mira"
39,90250,"(Hayfa.Bush@xyza.com): Bush, Hayfa"
40,90250,"(Hilda.Harrington@xyza.com): Harrington, Hilda"
41,90250,"(Eagan.Dawson@xyza.com): Dawson, Eagan"
42,90250,"(Owen.Steele@xyza.com): Steele, Owen"
43,90250,"(Halla.Barr@xyza.com): Barr, Halla"
44,90250,"(Martha.Steele@xyza.com): Steele, Martha"
45,90250,"(Gary.Spence@xyza.com): Spence, Gary"
46,90250,"(Hayes.Kelley@xyza.com): Kelley, Hayes"
47,90250,"(Laurel.Cummings@xyza.com): Cummings, Laurel"
48,90250,"(Sigourney.Sharp@xyza.com): Sharp, Sigourney"
49,90250,"(Cora.Olsen@xyza.com): Olsen, Cora"
50,90250,"(Steven.Clemons@xyza.com): Clemons, Steven"
51,90250,"(Wanda.Walker@xyza.com): Walker, Wanda"
52,90250,"(Madonna.Cobb@xyza.com): Cobb, Madonna"
53,90250,"(Ignatius.Rasmussen@xyza.com): Rasmussen, Ignatius"
54,90250,"(Judah.Wall@xyza.com): Wall, Judah"
55,90250,"(Shelley.Macdonald@xyza.com): Macdonald, Shelley"
56,90250,"(Alvin.Barnett@xyza.com): Barnett, Alvin"
57,90250,"(Hollee.Lamb@xyza.com): Lamb, Hollee"
58,90250,"(Nissim.Estrada@xyza.com): Estrada, Nissim"
59,90250,"(Owen.Byers@xyza.com): Byers, Owen"
60,90250,"(Ariana.Justice@xyza.com): Justice, Ariana"
61,90250,"(Gillian.Velazquez@xyza.com): Velazquez, Gillian"
62,90250,"(Nero.Parker@xyza.com): Parker, Nero"
63,90250,"(Baxter.Hardy@xyza.com): Hardy, Baxter"
64,90250,"(Anjolie.Warren@xyza.com): Warren, Anjolie"
65,90250,"(Benedict.Russo@xyza.com): Russo, Benedict"
66,90250,"(Dorian.Silva@xyza.com): Silva, Dorian"
67,90250,"(Melyssa.Barnes@xyza.com): Barnes, Melyssa"
68,90250,"(Nash.Cortez@xyza.com): Cortez, Nash"
69,90250,"(Kitra.Combs@xyza.com): Combs, Kitra"
70,90250,"(Amethyst.Carver@xyza.com): Carver, Amethyst"
71,90250,"(Zenia.Ayala@xyza.com): Ayala, Zenia"
72,90250,"(Carly.Jones@xyza.com): Jones, Carly"
73,90250,"(Chelsea.Delaney@xyza.com): Delaney, Chelsea"
74,90250,"(Scott.Richard@xyza.com): Richard, Scott"
75,90250,"(Tana.Randall@xyza.com): Randall, Tana"
76,90250,"(Logan.Lucas@xyza.com): Lucas, Logan"
77,90250,"(Halla.Hansen@xyza.com): Hansen, Halla"
78,90250,"(Yetta.Walls@xyza.com): Walls, Yetta"
79,90250,"(Alexandra.Craft@xyza.com): Craft, Alexandra"
80,90250,"(Madonna.Brewer@xyza.com): Brewer, Madonna"
81,90250,"(Kermit.Swanson@xyza.com): Swanson, Kermit"
82,90250,"(Yardley.Faulkner@xyza.com): Faulkner, Yardley"
83,90250,"(Kibo.Salinas@xyza.com): Salinas, Kibo"
84,90250,"(Tarik.Martinez@xyza.com): Martinez, Tarik"
85,90250,"(Fredericka.Gay@xyza.com): Gay, Fredericka"
86,90250,"(Zorita.Rich@xyza.com): Rich, Zorita"
87,90250,"(Xander.Valenzuela@xyza.com): Valenzuela, Xander"
88,90250,"(Akeem.Buchanan@xyza.com): Buchanan, Akeem"
89,90250,"(Steven.Levy@xyza.com): Levy, Steven"
90,90250,"(Samuel.Hogan@xyza.com): Hogan, Samuel"
91,90250,"(Mira.Kelley@xyza.com): Kelley, Mira"
92,90250,"(Melyssa.Manning@xyza.com): Manning, Melyssa"
93,90250,"(Marcia.Joyner@xyza.com): Joyner, Marcia"
94,90250,"(Keane.Hahn@xyza.com): Hahn, Keane"
95,90250,"(Hamish.Britt@xyza.com): Britt, Hamish"
96,90250,"(Dorian.Sharpe@xyza.com): Sharpe, Dorian"
97,90250,"(Yoshi.Grant@xyza.com): Grant, Yoshi"
98,90250,"(Xanthus.Simpson@xyza.com): Simpson, Xanthus"
99,90250,"(Karen.Weiss@xyza.com): Weiss, Karen"
100,90250,"(Jackson.Richmond@xyza.com): Richmond, Jackson"
101,90250,"(Griffin.Eaton@xyza.com): Eaton, Griffin"
102,90250,"(Yvonne.Holloway@xyza.com): Holloway, Yvonne"
103,90250,"(Guy.Ruiz@xyza.com): Ruiz, Guy"
104,90250,"(Jameson.Jefferson@xyza.com): Jefferson, Jameson"
105,90250,"(Mason.Quinn@xyza.com): Quinn, Mason"
106,90250,"(Nathaniel.Hale@xyza.com): Hale, Nathaniel"
107,90250,"(Idona.Hendricks@xyza.com): Hendricks, Idona"
108,90250,"(Sharon.Boyd@xyza.com): Boyd, Sharon"
109,90250,"(Claudia.Ward@xyza.com): Ward, Claudia"
110,90250,"(Sloane.Whitney@xyza.com): Whitney, Sloane"
111,90250,"(Arsenio.Britt@xyza.com): Britt, Arsenio"
112,90250,"(Idona.Anderson@xyza.com): Anderson, Idona"
113,90250,"(Beverly.Cantrell@xyza.com): Cantrell, Beverly"
114,90250,"(Candice.Bradley@xyza.com): Bradley, Candice"
115,90250,"(Xerxes.Shaw@xyza.com): Shaw, Xerxes"
116,90250,"(Kenneth.Cline@xyza.com): Cline, Kenneth"
117,90250,"(Summer.Page@xyza.com): Page, Summer"
118,90250,"(Linda.Mathews@xyza.com): Mathews, Linda"
119,90250,"(Colleen.Deleon@xyza.com): Deleon, Colleen"
120,90250,"(Damian.Hardin@xyza.com): Hardin, Damian"
121,90250,"(Suki.Cantu@xyza.com): Cantu, Suki"
122,90250,"(Anjolie.Matthews@xyza.com): Matthews, Anjolie"
123,90250,"(Martena.Baldwin@xyza.com): Baldwin, Martena"
124,90250,"(Lucy.Spence@xyza.com): Spence, Lucy"
125,90250,"(Claudia.Glover@xyza.com): Glover, Claudia"
126,90250,"(Darryl.Gillespie@xyza.com): Gillespie, Darryl"
127,90250,"(Leonard.Dorsey@xyza.com): Dorsey, Leonard"
128,90250,"(Dawn.Rosario@xyza.com): Rosario, Dawn"
