OrderDate,OrderNumber,ProductKey,Manager,Channel,Quantity,UnitPrice,Sales Amount,SalespersonKey,Salesperson,Supervisor
2019-04-02 00:00:00.000,1561796,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-04-10 00:00:00.000,1575367,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-04-13 00:00:00.000,1543645,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-04-14 00:00:00.000,1548082,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-04-28 00:00:00.000,1539870,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-04-29 00:00:00.000,1565380,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-05-20 00:00:00.000,1556410,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-05-26 00:00:00.000,1548136,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-05-26 00:00:00.000,1593640,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-05-26 00:00:00.000,1605051,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-05-27 00:00:00.000,1539757,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-05-27 00:00:00.000,1629602,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-06-06 00:00:00.000,1565438,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-06-08 00:00:00.000,1613208,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-06-10 00:00:00.000,1605025,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-06-13 00:00:00.000,1578924,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-06-15 00:00:00.000,1552895,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-06-17 00:00:00.000,1602436,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-06-19 00:00:00.000,1578982,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-06-20 00:00:00.000,1626570,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-06-22 00:00:00.000,1569942,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-06-24 00:00:00.000,1612633,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-06-25 00:00:00.000,1644166,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-06-26 00:00:00.000,1599395,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-06-26 00:00:00.000,1655572,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-06-27 00:00:00.000,1599430,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-07-01 00:00:00.000,1641429,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-07-02 00:00:00.000,1561762,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-07-12 00:00:00.000,1629556,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-07-27 00:00:00.000,1590604,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-07-27 00:00:00.000,1593671,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-07-28 00:00:00.000,1685669,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-07-29 00:00:00.000,1626485,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-08-01 00:00:00.000,1688859,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-08-02 00:00:00.000,1644235,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-08-07 00:00:00.000,1590469,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-08-11 00:00:00.000,1590430,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-08-21 00:00:00.000,1668675,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-08-23 00:00:00.000,1668645,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-08-30 00:00:00.000,1629370,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-09-02 00:00:00.000,1608760,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-09-03 00:00:00.000,1659693,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-09-04 00:00:00.000,1677677,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-09-09 00:00:00.000,1651498,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-09-18 00:00:00.000,1677675,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-09-25 00:00:00.000,1700559,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-09-28 00:00:00.000,1744990,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-09-28 00:00:00.000,1764650,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-10-03 00:00:00.000,1712143,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-10-03 00:00:00.000,1760071,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-10-04 00:00:00.000,1688977,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-10-08 00:00:00.000,1736060,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-10-10 00:00:00.000,1668633,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-10-13 00:00:00.000,1648477,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-10-21 00:00:00.000,1693502,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-10-26 00:00:00.000,1787782,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-10-28 00:00:00.000,1712101,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-10-29 00:00:00.000,1703648,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-10-29 00:00:00.000,1743060,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-11-01 00:00:00.000,1736077,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-11-05 00:00:00.000,1707837,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-11-07 00:00:00.000,1703574,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-11-07 00:00:00.000,1760110,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-11-10 00:00:00.000,1685694,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-11-13 00:00:00.000,1743096,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
